,Year,Month,Day,Hour,Minute,Second,Bottom.depth..m.,Consecutive.Station.number,prDM..Pressure..Digiquartz..db.,depSM..Depth..salt.water..m.,t090C..Temperature..ITS.90..deg.C..,t190C..Temperature..2..ITS.90..deg.C..,c0S.m..Conductivity..S.m.,c1S.m..Conductivity..2..S.m..,v0..Voltage.0,v1..Voltage.1,v2..Voltage.2,v3..Voltage.3,v4..Voltage.4,v5..Voltage.5,v6..Voltage.6,v7..Voltage70,altM..Altimeter..m.,CStarAt0..Beam.Attenuation..WET.Labs.C.Star..1.m.,CStarTr0..Beam.Transmission..WET.Labs.C.Star,flECO.AFL..Fluorescence..WET.Labs.ECO.AFL.FL..mg.m.3.,sbox0Mm.Kg..Oxygen..SBE.43..umol.kg.,sbox1Mm.Kg..Oxygen..SBE.43..2..umol.kg..,par..PAR.Irradiance..Biospherical.Licor,latitude..Latitude..deg.,longitude..Longitude..deg.,sal00..Salinity..Practical..PSU.,sal11..Salinity..Practical..2..PSU.,sigma.t00..Density..sigma.t..kg.m.3.,sigma.t11..Density..2..sigma.t..kg.m.3..,flag..flag,project,C0mS.cm,C1mS.cm,HLY1702.CTD.Station,Cast,Bottle
0.493055556,2017,6,14,17,20,18,35.5,21,3,NA,5.4404,5.3609,3.041449,3.039858,0.0147,4.3736,0.9052,3.2898,3.0779,2.3429,1.6615,0.0164,33.23,0.265,93.582,0.0802,266.531,NA,302.26,67.53896,-164.87996,31.0785,31.1346,24.5198,24.573,0,ASGARD,NA,NA,NA,NA,NA
0.49375,2017,6,14,17,20,18,35.5,21,4,NA,5.1153,5.0938,3.047825,3.047715,0.0147,4.3903,1.201,3.2901,2.9926,2.4003,1.6071,0.0191,32.14,0.25,93.94,0.1463,271.981,NA,250.69,67.53896,-164.87996,31.4561,31.4752,24.8544,24.8716,0,ASGARD,NA,NA,NA,NA,NA
0.494444444,2017,6,14,17,20,18,35.5,21,5,NA,4.9663,4.8997,3.044378,3.046158,0.0147,4.3931,1.3379,3.2903,2.9082,2.3908,1.8037,0.0193,36.07,0.247,94.001,0.1505,269.908,NA,206.36,67.53896,-164.87996,31.486,31.6429,24.8942,25.025,2,ASGARD,NA,NA,NA,NA,NA
0.495138889,2017,6,14,17,20,18,35.5,21,6,NA,4.8172,4.7454,3.028529,3.030402,0.0147,4.3964,1.2645,3.2904,2.8317,2.4053,1.5086,0.0202,30.17,0.244,94.07,0.1733,275.184,NA,172.88,67.53896,-164.87996,31.516,31.606,24.9338,25.0125,0,ASGARD,NA,NA,NA,NA,NA
0.495833333,2017,6,14,17,20,18,35.5,21,7,NA,2.9154,3.0902,2.882232,2.899633,0.0147,4.37,1.1888,3.2903,2.7578,2.469,1.4644,0.0203,29.29,0.269,93.505,0.1738,304.18,NA,145.77,67.53896,-164.87996,31.6187,31.6577,25.1938,25.2042,0,ASGARD,NA,NA,NA,NA,NA
0.496527778,2017,6,14,17,20,18,35.5,21,8,NA,1.7469,1.7799,2.784689,2.787237,0.0147,4.3426,1.3543,3.2903,2.6883,2.8869,1.5116,0.0192,30.23,0.294,92.92,0.1492,409.948,NA,124.22,67.53896,-164.87996,31.5866,31.5853,25.2552,25.2511,0,ASGARD,NA,NA,NA,NA,NA
0.497222222,2017,6,14,17,20,18,35.5,21,9,NA,1.5427,1.5471,2.7689,2.769121,0.0147,4.2776,1.3176,3.2905,2.625,3.0659,1.3616,0.025,27.23,0.354,91.529,0.2877,405.722,NA,107.27,67.53894,-164.87996,31.5939,31.5923,25.2744,25.2727,0,ASGARD,NA,NA,NA,NA,NA
0.497916667,2017,6,14,17,20,18,35.5,21,10,NA,1.4136,1.4101,2.75975,2.759545,0.0147,4.2676,1.1188,3.2903,2.5426,3.1012,1.3041,0.0311,26.08,0.363,91.313,0.4346,405.97,NA,88.138,67.53895,-164.87996,31.6082,31.6093,25.294,25.2951,0,ASGARD,NA,NA,NA,NA,NA
0.498611111,2017,6,14,17,40,18,35.5,22,0,NA,4.9073,5.1044,3.027558,3.042943,0.0147,4.325,1.2014,3.2903,3.0387,2.8363,1.7872,0.0176,35.74,0.31,92.543,0.1104,333.425,NA,278.98,67.53896,-164.87996,31.4209,31.4108,24.8488,24.8191,1,ASGARD,NA,NA,NA,NA,NA
0.499305556,2017,6,14,17,40,18,35.5,22,1,NA,4.9073,5.1044,3.027558,3.042943,0.0147,4.325,1.2014,3.2903,3.0387,2.8363,1.7872,0.0176,35.74,0.31,92.543,0.1104,333.425,NA,278.98,67.53896,-164.87996,31.4209,31.4108,24.8488,24.8191,1,ASGARD,NA,NA,NA,NA,NA
0.5,2017,6,14,17,40,18,35.5,22,2,NA,4.9073,5.1044,3.027558,3.042943,0.0147,4.325,1.2014,3.2903,3.0387,2.8363,1.7872,0.0176,35.74,0.31,92.543,0.1104,333.425,NA,278.98,67.53896,-164.87996,31.4209,31.4108,24.8488,24.8191,1,ASGARD,NA,NA,NA,NA,NA
0.500694444,2017,6,14,17,40,18,35.5,22,3,NA,4.9073,5.1044,3.027558,3.042943,0.0147,4.325,1.2014,3.2903,3.0387,2.8363,1.7872,0.0176,35.74,0.31,92.543,0.1104,333.425,NA,278.98,67.53896,-164.87996,31.4209,31.4108,24.8488,24.8191,0,ASGARD,NA,NA,NA,NA,NA
0.501388889,2017,6,14,17,40,18,35.5,22,4,NA,4.7936,4.4464,3.018525,2.992266,0.0147,4.3252,1.4215,3.2905,2.9474,2.8926,1.6146,0.0184,32.29,0.31,92.548,0.1292,347.719,NA,226.25,67.53896,-164.87996,31.424,31.4504,24.8633,24.9192,0,ASGARD,NA,NA,NA,NA,NA
0.502083333,2017,6,14,17,40,18,35.5,22,5,NA,4.4382,4.3998,2.992994,2.989989,0.0147,4.325,1.2455,3.2904,2.8638,2.9329,1.5558,0.0195,31.12,0.31,92.543,0.1557,354.499,NA,186.44,67.53896,-164.87996,31.4663,31.4681,24.9334,24.9384,0,ASGARD,NA,NA,NA,NA,NA
0.502777778,2017,6,14,17,40,18,35.5,22,6,NA,4.1668,4.3965,2.972113,2.990141,0.0147,4.3259,1.2215,3.2903,2.7875,2.9588,1.5052,0.0209,30.1,0.309,92.562,0.1875,359.461,NA,156.17,67.53896,-164.87996,31.4809,31.4724,24.9718,24.9421,0,ASGARD,NA,NA,NA,NA,NA
0.503472222,2017,6,14,17,40,18,35.5,22,7,NA,2.3454,2.6181,2.830275,2.849465,0.0147,4.319,1.2412,3.2904,2.7126,2.9433,1.5592,0.0209,31.18,0.316,92.414,0.1892,372.784,NA,131.35,67.53896,-164.87996,31.5537,31.5186,25.1865,25.1323,0,ASGARD,NA,NA,NA,NA,NA
0.504166667,2017,6,14,17,40,18,35.5,22,8,NA,1.5105,1.4979,2.764434,2.76358,0.0152,4.2958,1.4057,3.2906,2.6455,3.0157,1.4001,0.0231,28,0.337,91.918,0.2421,402.269,NA,112.41,67.53896,-164.87996,31.5711,31.5731,25.2581,25.2613,0,ASGARD,NA,NA,NA,NA,NA
0.504861111,2017,6,14,17,40,18,35.5,22,9,NA,1.4241,1.4245,2.75841,2.758345,0.0195,4.2755,1.0884,3.2903,2.575,3.0508,1.7995,0.026,35.99,0.356,91.483,0.3124,401.966,NA,95.63,67.53896,-164.87996,31.5813,31.5801,25.2718,25.2707,0,ASGARD,NA,NA,NA,NA,NA
0.505555556,2017,6,14,17,40,18,35.5,22,10,NA,1.3782,1.3776,2.756087,2.755931,0.039,4.2603,1.119,3.2905,2.5009,3.0538,1.3212,0.0272,26.42,0.37,91.158,0.3416,400.479,NA,80.602,67.53896,-164.87996,31.5977,31.5964,25.2878,25.2868,0,ASGARD,NA,NA,NA,NA,NA
0.50625,2017,6,14,17,40,18,35.5,22,11,NA,1.3762,1.3782,2.757182,2.757315,0.1026,4.2622,1.27,3.2907,2.4237,3.0535,1.4699,0.029,29.4,0.369,91.198,0.3832,401.068,NA,67.37,67.53896,-164.87996,31.613,31.6127,25.3002,25.2998,0,ASGARD,NA,NA,NA,NA,NA
0.506944444,2017,6,14,17,40,18,35.5,22,12,NA,1.3207,1.3286,2.753859,2.75451,0.1097,4.2839,1.1644,3.2905,2.345,3.0726,1.3347,0.0296,26.69,0.348,91.663,0.399,405.253,NA,56.175,67.53896,-164.87996,31.6265,31.6268,25.3144,25.3142,0,ASGARD,NA,NA,NA,NA,NA
0.507638889,2017,6,14,17,40,18,35.5,22,13,NA,1.1783,1.1811,2.742396,2.742589,0.1243,4.2402,1.0495,3.2903,2.2714,3.0718,1.4879,0.0353,29.76,0.389,90.728,0.5352,404.627,NA,47.283,67.53896,-164.87996,31.6249,31.6245,25.3218,25.3213,0,ASGARD,NA,NA,NA,NA,NA
0.508333333,2017,6,14,17,40,18,35.5,22,14,NA,1.1821,1.1819,2.743687,2.743554,0.1358,4.1766,1.3451,3.2907,2.2048,3.06,1.106,0.0438,22.12,0.45,89.367,0.7398,401.99,NA,40.546,67.53896,-164.87996,31.6369,31.6354,25.3312,25.3299,0,ASGARD,NA,NA,NA,NA,NA
0.509027778,2017,6,14,17,40,18,35.5,22,15,NA,1.2379,1.2376,2.749241,2.749167,0.1905,4.1579,0.9377,3.29,2.1346,3.0682,1.0581,0.0493,21.16,0.468,88.967,0.8716,406.567,NA,34.444,67.53896,-164.87996,31.6502,31.6496,25.3385,25.338,0,ASGARD,NA,NA,NA,NA,NA
0.509722222,2017,6,14,17,40,18,35.5,22,16,NA,1.2302,1.23,2.74902,2.748997,0.2002,4.1871,1.4525,3.2907,2.0614,3.084,1.3127,0.049,26.26,0.44,89.591,0.8627,409.813,NA,29.064,67.53896,-164.87996,31.6547,31.6547,25.3426,25.3425,0,ASGARD,NA,NA,NA,NA,NA
0.510416667,2017,6,14,17,40,18,35.5,22,17,NA,1.1475,1.1507,2.743449,2.743906,0.2413,4.1528,1.0831,3.2904,1.9868,3.089,0.9596,0.0525,19.19,0.473,88.856,0.9473,409.515,NA,24.413,67.53896,-164.87996,31.6673,31.6699,25.3576,25.3594,0,ASGARD,NA,NA,NA,NA,NA
0.511111111,2017,6,14,17,40,18,35.5,22,18,NA,0.8472,0.8505,2.72024,2.720637,0.2663,4.1136,1.3063,3.2905,1.9139,3.0641,0.903,0.0539,18.06,0.51,88.019,0.9828,403.024,NA,20.59,67.53896,-164.87996,31.6762,31.678,25.3819,25.3831,0,ASGARD,NA,NA,NA,NA,NA
0.511805556,2017,6,14,17,40,18,35.5,22,19,NA,0.7703,0.7683,2.714295,2.714183,0.2765,4.1232,1.4203,3.2904,1.8364,3.019,0.8584,0.0522,17.17,0.501,88.224,0.9402,394.739,NA,17.162,67.53896,-164.87996,31.678,31.6786,25.3876,25.3881,0,ASGARD,NA,NA,NA,NA,NA
0.5125,2017,6,14,17,40,18,35.5,22,20,NA,0.734,0.7289,2.711437,2.711029,0.2764,4.1378,0.99,3.2903,1.7563,2.9962,1.2926,0.0528,25.85,0.487,88.536,0.9565,395.393,NA,14.213,67.53896,-164.87996,31.6777,31.6777,25.3893,25.3895,0,ASGARD,NA,NA,NA,NA,NA
0.513194444,2017,6,14,17,40,18,35.5,22,21,NA,0.7329,0.7395,2.711362,2.71198,0.249,4.141,1.2146,3.2906,1.6758,2.9884,0.9867,0.0509,19.73,0.484,88.605,0.9094,396.5,NA,11.752,67.53896,-164.87996,31.6774,31.6786,25.3891,25.3897,0,ASGARD,NA,NA,NA,NA,NA
0.513888889,2017,6,14,17,40,18,35.5,22,22,NA,0.6051,0.6049,2.700374,2.700642,0.22,4.1323,1.252,3.2908,1.5968,2.9827,0.7015,0.0543,14.03,0.492,88.419,0.9908,397.266,NA,9.734,67.53896,-164.87996,31.6661,31.6697,25.3867,25.3896,0,ASGARD,NA,NA,NA,NA,NA
0.514583333,2017,6,14,17,40,18,35.5,22,23,NA,0.4199,0.4148,2.684936,2.684953,0.2205,4.117,0.9288,3.2904,1.5179,2.9748,1.055,0.0554,21.1,0.507,88.091,1.016,397.673,NA,8.063,67.53896,-164.87996,31.6558,31.6613,25.3878,25.3924,0,ASGARD,NA,NA,NA,NA,NA
0.515277778,2017,6,14,17,40,18,35.5,22,24,NA,0.2445,0.2424,2.670405,2.670633,0.2205,4.0885,1.26,3.2905,1.4397,2.9656,0.85,0.0587,17,0.535,87.482,1.097,398.091,NA,6.67,67.53896,-164.87996,31.6468,31.652,25.3889,25.3931,0,ASGARD,NA,NA,NA,NA,NA
0.515972222,2017,6,14,17,40,18,35.5,22,25,NA,0.0276,0.0212,2.652652,2.652682,0.2207,4.053,1.0652,3.2902,1.3613,2.9572,0.5827,0.0661,11.65,0.57,86.721,1.2737,399.224,NA,5.513,67.53896,-164.87996,31.6381,31.6451,25.3917,25.3976,0,ASGARD,NA,NA,NA,NA,NA
0.516666667,2017,6,14,17,40,18,35.5,22,26,NA,-0.1567,-0.1608,2.637885,2.636885,0.2221,3.9888,1.2678,3.2904,1.2794,2.9475,1.7952,0.0847,35.9,0.634,85.348,1.7207,399.604,NA,4.504,67.53896,-164.87996,31.6341,31.6252,25.3963,25.3892,0,ASGARD,NA,NA,NA,NA,NA
0.517361111,2017,6,14,17,40,18,35.5,22,27,NA,-0.6242,-0.5906,2.601558,2.604498,0.2291,3.9174,1.177,3.2904,1.1917,2.9324,1.6368,0.0975,32.74,0.707,83.82,2.0288,401.436,NA,3.626,67.53896,-164.87996,31.638,31.6422,25.4171,25.4188,0,ASGARD,NA,NA,NA,NA,NA
0.518055556,2017,6,14,17,40,18,35.5,22,28,NA,-1.0234,-1.1154,2.573885,2.566929,0.3787,3.6814,1.3935,3.2906,1.0948,2.8734,2.0412,0.1648,40.82,0.955,78.768,3.6438,393.506,NA,2.823,67.53896,-164.87996,31.6852,31.6882,25.4679,25.4729,0,ASGARD,NA,NA,NA,NA,NA
0.51875,2017,6,14,17,40,18,35.5,22,29,NA,-1.202,-1.2035,2.561757,2.561733,0.3772,3.4943,1.1637,3.2903,0.9952,2.8227,1.4651,0.2258,29.3,1.163,74.765,5.1074,388.743,NA,2.172,67.53896,-164.87996,31.709,31.7103,25.4921,25.4933,0,ASGARD,NA,NA,NA,NA,NA
0.519444444,2017,6,14,17,40,18,35.5,22,30,NA,-1.2171,-1.2144,2.561173,2.561356,0.5155,3.4548,1.3276,3.2905,0.8824,2.7972,1.973,0.2516,39.46,1.209,73.919,5.7279,387.287,NA,1.597,67.53895,-164.87996,31.7165,31.7161,25.4986,25.4982,0,ASGARD,NA,NA,NA,NA,NA
0.520138889,2017,6,14,17,40,18,35.5,22,31,NA,-1.2215,-1.2223,2.56098,2.560951,0.9199,3.3988,1.2897,3.2903,0.7543,2.7858,1.8838,0.2635,37.68,1.274,72.719,6.0118,386.672,NA,1.097,67.53894,-164.87996,31.718,31.7185,25.4999,25.5004,0,ASGARD,NA,NA,NA,NA,NA
0.520833333,2017,6,14,17,40,18,35.5,22,32,NA,-1.2247,-1.2245,2.560825,2.560877,0.9165,3.3482,1.3069,3.2903,0.6307,2.7821,1.2432,0.2779,24.86,1.335,71.637,6.3571,385.942,NA,0.739,67.53894,-164.87996,31.7187,31.7191,25.5006,25.5009,0,ASGARD,NA,NA,NA,NA,NA
0.521527778,2017,6,14,17,40,18,35.5,22,33,NA,-1.2295,-1.229,2.560539,2.560696,2.1419,3.2839,1.395,3.2903,0.4834,2.7793,2.2086,0.2761,44.17,1.412,70.261,6.3151,385.967,NA,0.408,67.53894,-164.87996,31.7193,31.7209,25.5012,25.5025,0,ASGARD,NA,NA,NA,NA,NA
0.522222222,2017,6,14,22,24,18,31,23,0,NA,5.3059,5.3413,3.011354,3.0135,0.016,4.2765,0.8382,3.2906,3.3355,2.8785,1.4273,0.016,28.55,0.355,91.505,0.0706,338.819,NA,547.37,67.5586,-164.67932,30.8643,30.8558,24.3652,24.3546,1,ASGARD,NA,NA,NA,NA,NA
0.522916667,2017,6,14,22,24,18,31,23,1,NA,5.3059,5.3413,3.011354,3.0135,0.016,4.2765,0.8382,3.2906,3.3355,2.8785,1.4273,0.016,28.55,0.355,91.505,0.0706,338.819,NA,547.37,67.5586,-164.67932,30.8643,30.8558,24.3652,24.3546,1,ASGARD,NA,NA,NA,NA,NA
0.523611111,2017,6,14,22,24,18,31,23,2,NA,5.3059,5.3413,3.011354,3.0135,0.016,4.2765,0.8382,3.2906,3.3355,2.8785,1.4273,0.016,28.55,0.355,91.505,0.0706,338.819,NA,547.37,67.5586,-164.67932,30.8643,30.8558,24.3652,24.3546,1,ASGARD,NA,NA,NA,NA,NA
0.524305556,2017,6,14,22,24,18,31,23,3,NA,5.3059,5.3413,3.011354,3.0135,0.016,4.2765,0.8382,3.2906,3.3355,2.8785,1.4273,0.016,28.55,0.355,91.505,0.0706,338.819,NA,547.37,67.5586,-164.67932,30.8643,30.8558,24.3652,24.3546,0,ASGARD,NA,NA,NA,NA,NA
0.525,2017,6,14,22,24,18,31,23,4,NA,5.5471,5.5457,3.035274,3.035227,0.0159,4.2809,1.1473,3.2907,3.2495,2.8703,1.3747,0.016,27.49,0.351,91.599,0.0721,334.335,NA,453.41,67.5586,-164.67932,30.9114,30.9122,24.3757,24.3763,0,ASGARD,NA,NA,NA,NA,NA
0.525694444,2017,6,14,22,24,18,31,23,5,NA,5.4401,5.4765,3.029021,3.032201,0.0159,4.2796,1.1895,3.2905,3.1692,2.8652,1.34,0.016,26.8,0.352,91.57,0.0719,334.993,NA,376.49,67.5586,-164.67932,30.9391,30.9414,24.4096,24.407,0,ASGARD,NA,NA,NA,NA,NA
0.526388889,2017,6,14,22,24,18,31,23,6,NA,4.8478,4.8806,2.984959,2.986458,0.0159,4.2783,1.29,3.2906,3.0929,2.8701,1.4349,0.0161,28.7,0.353,91.543,0.0741,341.54,NA,315.69,67.5586,-164.67932,30.9865,30.9731,24.511,24.4965,0,ASGARD,NA,NA,NA,NA,NA
0.527083333,2017,6,14,22,24,18,31,23,7,NA,4.086,4.0602,2.932272,2.932228,0.0159,4.2731,1.2254,3.2905,3.0225,2.8965,1.2292,0.0173,24.58,0.358,91.431,0.1023,353.53,NA,268.46,67.5586,-164.67932,31.0923,31.1165,24.6709,24.6923,0,ASGARD,NA,NA,NA,NA,NA
0.527777778,2017,6,14,22,24,18,31,23,8,NA,3.9563,4.0541,2.928368,2.933634,0.0159,4.2791,1.4532,3.2908,2.954,2.9423,1.1806,0.0178,23.61,0.353,91.561,0.1145,361.503,NA,229.22,67.5586,-164.67932,31.1692,31.138,24.7443,24.71,0,ASGARD,NA,NA,NA,NA,NA
0.528472222,2017,6,14,22,24,18,31,23,9,NA,3.9266,3.9415,2.925829,2.929038,0.0159,4.2804,1.2924,3.2904,2.889,2.9544,1.1346,0.0191,22.69,0.351,91.588,0.1469,360.811,NA,197.3,67.5586,-164.67932,31.1671,31.1914,24.7454,24.762,0,ASGARD,NA,NA,NA,NA,NA
0.529166667,2017,6,14,22,24,18,31,23,10,NA,1.4594,1.1343,2.750511,2.731698,0.0159,4.2504,1.3434,3.2907,2.8276,2.9294,1.1907,0.0183,23.81,0.38,90.947,0.1286,380.517,NA,171.22,67.5586,-164.67932,31.4433,31.5333,25.1589,25.2461,0,ASGARD,NA,NA,NA,NA,NA
0.529861111,2017,6,14,22,24,18,31,23,11,NA,0.1044,0.0156,2.648742,2.640098,0.0159,4.1952,1.2247,3.2906,2.7671,3.0151,1.0281,0.0217,20.56,0.432,89.764,0.2089,418.866,NA,148.91,67.5586,-164.67932,31.5155,31.4937,25.2894,25.2758,0,ASGARD,NA,NA,NA,NA,NA
0.530555556,2017,6,14,22,24,18,31,23,12,NA,0.0528,-3.00E-04,2.646269,2.639245,0.0159,4.1936,1.2131,3.2908,2.702,3.0913,0.9768,0.0264,19.54,0.433,89.73,0.3208,425.986,NA,128.22,67.5586,-164.67932,31.5357,31.4983,25.308,25.28,0,ASGARD,NA,NA,NA,NA,NA
0.53125,2017,6,14,22,24,18,31,23,13,NA,-0.1198,-0.1185,2.630605,2.629931,0.0159,4.184,1.0972,3.2907,2.6236,3.0978,0.9274,0.0305,18.55,0.443,89.525,0.4204,425.407,NA,106.94,67.5586,-164.67932,31.5074,31.4972,25.2925,25.2842,0,ASGARD,NA,NA,NA,NA,NA
0.531944444,2017,6,14,22,24,18,31,23,14,NA,-0.2226,-0.2295,2.621941,2.621432,0.0159,4.1831,1.064,3.2907,2.5565,3.1018,0.8778,0.0355,17.56,0.444,89.505,0.5398,427.693,NA,91.583,67.5586,-164.67932,31.4989,31.4993,25.2897,25.2903,0,ASGARD,NA,NA,NA,NA,NA
0.532638889,2017,6,14,22,24,18,31,23,15,NA,-0.2231,-0.2254,2.621738,2.621478,0.0159,4.1674,0.9565,3.2906,2.4876,3.1049,0.9706,0.0421,19.41,0.459,89.17,0.6975,428.406,NA,78.076,67.5586,-164.67932,31.4962,31.4951,25.2876,25.2868,0,ASGARD,NA,NA,NA,NA,NA
0.533333333,2017,6,14,22,24,18,31,23,16,NA,-0.1345,-0.1338,2.629312,2.629558,0.0159,4.1514,1.1589,3.2908,2.4132,3.109,1.5248,0.0508,30.5,0.474,88.828,0.9079,428.41,NA,65.748,67.5586,-164.67932,31.5039,31.5064,25.2902,25.2922,0,ASGARD,NA,NA,NA,NA,NA
0.534027778,2017,6,14,22,24,18,31,23,17,NA,-0.1237,-0.1211,2.630679,2.630994,0.0159,4.1826,1.0659,3.2906,2.3364,3.1034,0.9402,0.0541,18.8,0.444,89.495,0.9874,425.39,NA,55.036,67.5586,-164.67932,31.5101,31.5117,25.2948,25.2959,0,ASGARD,NA,NA,NA,NA,NA
0.534722222,2017,6,14,22,24,18,31,23,18,NA,-0.1745,-0.1759,2.626809,2.626693,0.0159,4.1834,1.0915,3.2906,2.2565,3.0946,1.3168,0.0503,26.34,0.443,89.511,0.8958,424.335,NA,45.747,67.5586,-164.67932,31.5111,31.511,25.2977,25.2976,0,ASGARD,NA,NA,NA,NA,NA
0.535416667,2017,6,14,22,24,18,31,23,19,NA,-0.2439,-0.2413,2.621916,2.621972,0.0159,4.1476,1.1446,3.2907,2.1769,3.0895,0.6229,0.0504,12.46,0.478,88.747,0.8967,425.142,NA,38.019,67.5586,-164.67932,31.5177,31.5158,25.3058,25.3041,0,ASGARD,NA,NA,NA,NA,NA
0.536111111,2017,6,14,22,24,18,31,23,20,NA,-0.2744,-0.2827,2.619203,2.618491,0.0159,4.1194,1.2468,3.2907,2.0984,3.0834,1.2992,0.0521,25.98,0.505,88.142,0.9372,424.351,NA,31.675,67.5586,-164.67932,31.5129,31.5121,25.3031,25.3027,0,ASGARD,NA,NA,NA,NA,NA
0.536805556,2017,6,14,22,24,18,31,23,21,NA,-0.5533,-0.5254,2.602123,2.603194,0.0159,4.1008,1.3312,3.2907,2.0191,3.085,1.1761,0.0552,23.52,0.523,87.745,1.0131,429.222,NA,26.336,67.5586,-164.67932,31.5752,31.5604,25.3638,25.3503,0,ASGARD,NA,NA,NA,NA,NA
0.5375,2017,6,14,22,24,18,31,23,22,NA,-1.3406,-1.3449,2.553438,2.551752,0.0159,3.7907,1.2666,3.2905,1.9358,3.0428,0.6528,0.0752,13.06,0.839,81.107,1.4919,421.65,NA,21.676,67.5586,-164.67932,31.747,31.7286,25.5265,25.5116,0,ASGARD,NA,NA,NA,NA,NA
0.538194444,2017,6,14,22,24,18,31,23,23,NA,-1.3765,-1.3769,2.54942,2.548921,0.0159,3.6757,1.2542,3.2904,1.8493,2.9767,0.6982,0.1824,13.96,0.961,78.646,4.0646,407.685,NA,17.7,67.5586,-164.67932,31.7297,31.7233,25.5133,25.5082,0,ASGARD,NA,NA,NA,NA,NA
0.538888889,2017,6,14,22,24,18,31,23,24,NA,-1.383,-1.3825,2.54885,2.548718,0.0159,3.6641,1.2522,3.2905,1.7424,2.9207,1.557,0.2459,31.14,0.973,78.399,5.5888,401.553,NA,13.791,67.5586,-164.67932,31.7283,31.7259,25.5123,25.5104,0,ASGARD,NA,NA,NA,NA,NA
0.539583333,2017,6,14,22,24,18,31,23,25,NA,-1.3751,-1.3729,2.549851,2.549861,0.0159,3.6603,1.4548,3.2907,1.5853,2.8879,1.7169,0.2989,34.34,0.978,78.317,6.8607,402.169,NA,9.563,67.5586,-164.67932,31.7329,31.7307,25.5159,25.514,0,ASGARD,NA,NA,NA,NA,NA
0.540277778,2017,6,14,22,24,18,31,23,26,NA,-1.3888,-1.3894,2.548625,2.548616,0.0159,3.6541,1.4108,3.2907,1.4002,2.87,2.7839,0.3142,55.68,0.985,78.184,7.2293,401.808,NA,6.085,67.5586,-164.67932,31.7301,31.7307,25.5139,25.5144,0,ASGARD,NA,NA,NA,NA,NA
0.540972222,2017,6,14,22,24,18,31,23,27,NA,-1.39,-1.3908,2.548577,2.548584,0.0159,3.6592,1.2617,3.2906,1.2586,2.8655,2.0298,0.325,40.6,0.979,78.294,7.4874,401.667,NA,4.293,67.5586,-164.67932,31.7302,31.7311,25.514,25.5148,0,ASGARD,NA,NA,NA,NA,NA
0.541666667,2017,6,14,22,24,18,31,23,28,NA,-1.3869,-1.3889,2.54875,2.548736,0.0159,3.6574,1.4982,3.2908,1.1141,2.8618,2.1332,0.2907,42.67,0.981,78.256,6.6656,401.623,NA,2.913,67.5586,-164.67932,31.7286,31.7305,25.5127,25.5143,0,ASGARD,NA,NA,NA,NA,NA
0.542361111,2017,6,14,23,44,18,25,24,0,NA,4.9281,4.8429,2.948123,2.91996,0.0147,4.1627,1.339,3.2907,3.4207,2.7534,1.1399,0.0147,22.8,0.463,89.07,0.0401,330.053,NA,670.64,67.5947,-164.52366,30.4928,30.2493,24.1115,23.9275,1,ASGARD,NA,NA,NA,NA,NA
0.543055556,2017,6,14,23,44,18,25,24,1,NA,4.9281,4.8429,2.948123,2.91996,0.0147,4.1627,1.339,3.2907,3.4207,2.7534,1.1399,0.0147,22.8,0.463,89.07,0.0401,330.053,NA,670.64,67.5947,-164.52366,30.4928,30.2493,24.1115,23.9275,1,ASGARD,NA,NA,NA,NA,NA
0.54375,2017,6,14,23,44,18,25,24,2,NA,4.9281,4.8429,2.948123,2.91996,0.0147,4.1627,1.339,3.2907,3.4207,2.7534,1.1399,0.0147,22.8,0.463,89.07,0.0401,330.053,NA,670.64,67.5947,-164.52366,30.4928,30.2493,24.1115,23.9275,1,ASGARD,NA,NA,NA,NA,NA
0.544444444,2017,6,14,23,44,18,25,24,3,NA,4.9281,4.8429,2.948123,2.91996,0.0147,4.1627,1.339,3.2907,3.4207,2.7534,1.1399,0.0147,22.8,0.463,89.07,0.0401,330.053,NA,670.64,67.5947,-164.52366,30.4928,30.2493,24.1115,23.9275,0,ASGARD,NA,NA,NA,NA,NA
0.545138889,2017,6,14,23,44,18,25,24,4,NA,5.2966,5.2303,3.008099,2.999249,0.0147,4.2062,1.2256,3.2903,3.3227,2.8513,1.0931,0.015,21.86,0.421,90,0.048,342.078,NA,536.6,67.5947,-164.52366,30.8334,30.795,24.3418,24.318,0,ASGARD,NA,NA,NA,NA,NA
0.545833333,2017,6,14,23,44,18,25,24,5,NA,5.7847,5.7558,3.07944,3.0766,0.0147,4.2469,1.402,3.2906,3.2245,2.8941,1.0435,0.0148,20.87,0.383,90.87,0.041,338.545,NA,428.13,67.5947,-164.52366,31.1877,31.1826,24.5669,24.5659,0,ASGARD,NA,NA,NA,NA,NA
0.546527778,2017,6,14,23,44,18,25,24,6,NA,5.3156,5.3042,3.049666,3.049032,0.0147,4.2592,1.3237,3.2906,3.1342,2.8708,0.9954,0.0167,19.91,0.371,91.135,0.0894,333.188,NA,347.5,67.5947,-164.52366,31.2877,31.2912,24.6991,24.7029,0,ASGARD,NA,NA,NA,NA,NA
