	secondary_number	cellid	side	project	station	station_type	date	CTD_number	filter	depth_original	depth_type	depth_m	bottom_depth	lat	lon	temp	salinity	DO	POC (ug/L)	PON (ug/L)	SPM (ug/L)	FlECO-AFL(mg/m^3)	chl depth	chl (ug/l)	phaeo (ug/l)	PO4(uM)	Sil(uM)	NO3(uM)	NO2(uM)	NH4(uM)	N+N (umol/L)	mass	log_name	bottle	niskin_id_meta	volume_filtered_l	transmission_pct	niskin_id_nutrients	poc_pon_ratio	poc_pon_ratio_redfield	cast_depth	delO18	sedchla_mg_m2	notes	notes2
BOX_8_48	192	BOX_8_48	6-22-17 192 CPL7 S DEEP	ASGARD2017	CPL7	S	Jun 22 2017 22:33	103	0.2	deep/chl pile	bottom	24.84	28	66.50042	-168.11922	3.543	32.456	341.301	340.72	65.12	15660	3.6034	103_1	6.06	1.2	0.68	2.1	1.6	0.04	0.91	1.64		170622 CPL7 S deep	1	103_1	2	77.0867	103_1	5.23218673218673	0.789764035047054					
BOX_7_48	187	BOX_7_48	6-22-17 187 CPL8 S SURFACE	ASGARD2017	CPL8	S	Jun 22 2017 19:06	102	0.2	surf	surf	3.61	52	66.50156	-168.5402	3.705	32.5115	337.799	319.16	61.1	3120.00000000001	4.1811	102_8	12.91	7.08	0.748	3.4	0.9	0.05	0.97	0.95		170622 CPL8 S surf	8	102_8	2	75.6691	102_8	5.22356792144026	0.788463082481549					
BOX_7_49	188	BOX_7_49	6-22-17 188 CPL8 S MID	ASGARD2017	CPL8	S	Jun 22 2017 19:06	102	0.2	mid	mid	30.32	52	66.50124	-168.54018	3.736	32.5515	333.502				4.7893	102_4	10.58	6.21	0.79	4.5	3.2	0.06	1.09	3.26		170622 CPL8 S mid	4	102_4	2	75.1593	102_4							
BOX_7_50	189	BOX_7_50	6-22-17 189 CPL8 S DEEP	ASGARD2017	CPL8	S	Jun 22 2017 19:06	102	0.2	near deep	mid	40.11	52	66.50108	-168.5402	3.94	32.6185	327.75				6.2270	102_3	12.24	2.44	0.865	6.1	4.7	0.07	1.16	4.77		170622 CPL8 S near deep	3	102_3	2	67.7549	102_3							
BOX_6_58	239	BOX_6_58	6-25-17 239 DBO1.10 S SURFACE	ASGARD2017	DBO1.10	S	Jun 26 2017 00:00	141	0.2	surf	mid	13.17	54	63.6039	-172.59228	6.4265	31.9115	307.186	167.52	25.32	4219.99999999999	0.4260	141_12	0.52	0.25	0.183	2	0	0	0.04	0		170625 DBO1.10 S surf	14	141_14	1.7	92.6554	141_12	6.61611374407583	0.998658678351069				surface water was taken from ships underway seawater flow through positioned @ 6 m down	
BOX_8_58	240	BOX_8_58	6-25-17 240 DBO1.10 S PYCNO	ASGARD2017	DBO1.10	S	Jun 26 2017 00:00	141	0.2	clines	mid	19.82	54	63.60402	-172.59202	6.2645	31.9485	312.734				1.0695	141_11			0.271	4.1	0.6	0.01	0.11	0.61		170625 DBO1.10 S clines	11	141_11	1.7	90.7691	141_11						CTD non-cooperative--bottles for depths above 13 did not fire	
BOX_6_59	241	BOX_6_59	6-25-17 241 DBO1.10 S CHLMAX	ASGARD2017	DBO1.10	S	Jun 26 2017 00:00	141	0.2	chl m	mid	25.03	54	63.60406	-172.59194	-0.123	32.149	418.885	494.22	91.76	2660	9.7465	141_7	6.35	1.3	0.977	16.7	7.2	0.14	0.37	7.34		170625 DBO1.10 S chl m	7	141_7	1.7	72.1867	141_7	5.38600697471665	0.812982184862891					
BOX_6_60	242	BOX_6_60	6-25-17 242 DBO1.10 S DEEP	ASGARD2017	DBO1.10	S	Jun 26 2017 00:00	141	0.2	deep	bottom	49.01	54	63.60452	-172.59099	0.698	32.664	281.19	139.8	18.94	3640	0.6383	141_1	0.51	1.23	1.857	36.9	17.6	0.12	1.78	17.72		170625 DBO1.10 S deep	1	141_1	1.7	79.4748	141_1	7.38120380147835	1.11414397003447					
BOX_8_59	243	BOX_8_59	6-26-17 243 DBO2.2 S SURF	ASGARD2017	DBO2.2	S	Jun 26 2017 21:24	144	0.2	surf	surf	3.36	46	64.68	-169.09972	3.4125	32.757	317.726	160.28	28	3200.00000000001	1.0390	144_22	3.26	0.14	1.506	30.3	16.2	0.22	0.23	16.42		170626 DBO2.2 S surf	22	144_22	2	74.4447	144_22	5.72428571428571	0.864043126684636					
BOX_8_66	244	BOX_8_66	6-26-17 244 DBO2.2 S CHLMAX	ASGARD2017	DBO2.2	S	Jun 26 2017 21:24	144	0.2	chl m	mid	16.68	46	64.68	-169.09972	2.8705	32.7735	314.983	202.9	37.14	2640	3.1913	144_6	2.47	0.61	1.619	30.6	16.9	0.22	0.78	17.12		170626 DBO2.2 S chl m	6	144_6	2	79.0503	144_6	5.46311254711901	0.824620761829284				**oringally logged as DBO2.1, when it is actually station DB2.2	
BOX_8_60	245	BOX_8_60	6-26-17 245 DBO2.2 S DEEP	ASGARD2017	DBO2.2	S	Jun 26 2017 21:24	144	0.2	deep	bottom	41.6	46	64.67998	-169.09974	2.768	32.787	305.927	197.06	32.2	6679.99999999999	1.2794	144_1	1.2	1.04	1.676	31.1	16.7	0.22	1.74	16.92		170626 DBO2.2 S deep	1	144_1	2	71.375	144_1	6.11987577639752	0.92375483417321					
BOX_6_61	248	BOX_6_61	6-26-17 248 DBO2.3 S SURFACE	ASGARD2017	DBO2.3	S	Jun 27 2017 03:26	146	0.2	surf/chl	surf	3.78	38	64.67058	-168.24116	5.481	32.2915	328.328	475.72	73.78	3239.99999999999	5.6140	146_7	5.3	0.28								170626 DBO2.3 S surf	7	146_7	2	74.8201	146_7	6.44781783681214	0.973255522537682				surf and 10 m have same levels of chl about	
BOX_8_67	249	BOX_8_67	6-26-17 249 DBO2.3 S MID CHLMAX	ASGARD2017	DBO2.3	S	Jun 27 2017 03:26	146	0.2	chl m	mid	10.09	38	64.67058	-168.24116	5.4445	32.29	327.444	380.06	62.52	2920.00000000001	5.0321	146_5	3.65	0.65	0.36	7.3	0.1	0.02	0.15	0.12		170626 DBO2.3 S chl m	5	146_5	2	76.4542	146_5	6.07901471529111	0.917587126836393					
BOX_6_62	250	BOX_6_62	6-26-17 250 DBO2.3 S DEEP	ASGARD2017	DBO2.3	S	Jun 27 2017 03:26	146	0.2	deep	bottom	34.71	38	64.67058	-168.24118	2.4085	32.3665	282.23	427	67.7	6300	6.1714	146_1	5.16	3.64	1.13	3.4	4	0.13	3.21	4.13		170626 DBO2.3 S deep	1	146_1	2	61.2214	146_1	6.30723781388479	0.952035896435439					
BOX_8_61	251	BOX_8_61	6-27-17 251 DBO2.36 S SURF	ASGARD2017	DBO2.36	S	Jun 27 2017 08:23	148	0.2	surf	surf	3.57	31	64.68179	-167.3979	6.905	31.95	301.48	174.38	38.54	2360	0.3178	148_4	0.29	0.17	0.359	1.2	0.1	0	0.13	0.1		170627 DBO2.36 S surf	4	148_4	2	91.7616	148_4	4.52464971458225	0.682965994653925					
BOX_6_63	252	BOX_6_63	6-27-17 252 DBO2.36 S MID	ASGARD2017	DBO2.36	S	Jun 27 2017 08:23	148	0.2	clines	mid	9.61	31	64.68156	-167.39796	6.3405	31.9755	310.528	182.48	40.62	1760	0.4762	148_3	0.93	0.34	0.616	5.8	0.1	0.01	0.55	0.11		170627 DBO2.36 S clines	3	148_3	2	89.8374	148_3	4.49236829148203	0.678093327016155					
BOX_8_62	253	BOX_8_62	6-27-17 253 DBO2.36 S DEEP	ASGARD2017	DBO2.36	S	Jun 27 2017 08:23	148	0.2	deep	bottom	27.73	31	64.68103	-167.3983	1.18	32.103	373.749	736.94	145.06	3540	1.3703	148_1	0.98	0.61	0.736	4	0.2	0.02	0.84	0.22		170627 DBO2.36 S deep	1	148_1	2	80.6097	148_1	5.0802426582104	0.766829080484588					
BOX_7_69	217	BOX_7_69	6-24-17 217 DBO2.5 S SURFACE	ASGARD2017	DBO2.5	S	Jun 24 2017 19:15	128	0.2	surf	surf	4.22	48	64.99042	-169.13971	3.314	32.884	321.768				1.0767	128_5	1.69	1.21	1.475	25.5	15.1	0.19	1.47	15.29		170624 DBO2.5 S surf	5	128_5	10	78.4317	128_5							
BOX_7_70	218	BOX_7_70	6-24-17 218 DBO2.5 S DEEP	ASGARD2017	DBO2.5	S	Jun 24 2017 19:15	128	0.2	deep	bottom	44.96	48	64.99042	-169.13972	3.272	32.8805	319.97	220.32	36.26	17560	1.3583	128_1	1.83	0.85	1.489	25.9	15.1	0.19	1.65	15.29		170624 DBO2.5 S deep	1	128_1	10	76.8568	128_1	6.07611693325979	0.917149725775063					
BOX_9_56	164	BOX_9_56	6-20-17 164 DBO3.1 S SURFACE	ASGARD2017	DBO3.1	S	Jun 21 2017 02:46	88	0.2	surf	surf	3.44	35	68.30042	-166.94126	6.08	30.81	309.477	187.46	32.26	1020.00000000001	0.3195	88_5	0.37	0.16	0.411	2.6	0	0	0	0		170620 DBO3.1 S surf	5	88_5	2	90.4758	88_5	5.81091134531928	0.877118693633099					
BOX_9_18	165	BOX_9_18	6-20-17 165 DBO3.1 S MID	ASGARD2017	DBO3.1	S	Jun 21 2017 02:46	88	0.2	mid	mid	15.25	35	68.30042	-166.94126	1.7755	31.2525	381.765				0.6412	88_3										170620 DBO3.1 S mid	3	88_3	2	89.7985	88_3							
BOX_9_57	166	BOX_9_57	6-20-17 166 DBO3.1 S DEEP	ASGARD2017	DBO3.1	S	Jun 21 2017 02:46	88	0.2	deep	bottom	32.04	35	68.30042	-166.94126	0.762	31.4225	398.909	133.68	20.66	1580.00000000001	0.7315	88_1	0.63	0.3	0.597	6.4	0	0	0.18	0		170620 DBO3.1 S deep	1	88_1	2	89.9196	88_1	6.47047434656341	0.976675373066175					
BOX_9_19	161	BOX_9_19	6-20-17 161 DBO3.2 S SURFACE	ASGARD2017	DBO3.2	S	Jun 21 2017 00:58	87	0.2	surf	surf	3.22	43	68.24228	-167.11974	1.1425	31.683	378.495	219.78	38.7	1960	0.7693	87_5	1.14	0.6	0.653	4.9	0.4	0.03	0.44	0.43		170620 DBO3.2 S surf	5	87_5	2	87.6584	87_5	5.67906976744186	0.857218078104432					
AMBON_2_36		AMBON_2_36	8-7-17 DBO3.2 CHLMAX 10M	AMBON2017	DBO3.2	S	Aug 07 2017 14:10	7	0.2	chl max	mid	10.947	44	68.2436	-167.12696	9.0987	31.4144	280.455				1.0710	7_7	1.81		0.48	6.31			0.26	0.26			7	7_7	1.7	88.4464	7_7			7_10.947		11.27		10
BOX_10_37		BOX_10_37	8-30-17 DBO3.2 B12 6M	DBONCIS2017	DBO3.2	S	Aug 30 2017 06:29	7	0.2	6	mid	10.992	43.2	68.24683333	-167.1216667	8.6371	30.58805	304.096749				1.0092		1.802	0.878	0.692	6.3	0	0.03	0.12	0.03		8_30_17_DBO3_2_6m_B12_0.2	12	10.992_43.2	5		7_12							RNALater no
BOX_10_12		BOX_10_12	8-30-17 DBO3.2 B11 10M	DBONCIS2017	DBO3.2	S	Aug 30 2017 06:29	7	0.2	10	mid	11.285	43.2	68.24683333	-167.1216667	8.6375	30.5882	304.0565541				1.0866	7_12	1.802	0.878	0.692	6.3	0	0.03	0.12	0.03		8_30_17_DBO3_2_10m_B10_0.2	11	11.285_43.2	5		7_12							RNALater no
BOX_9_54	162	BOX_9_54	6-20-17 162 DBO3.2 S MID	ASGARD2017	DBO3.2	S	Jun 21 2017 00:58	87	0.2	mid	mid	20.01	43	68.24228	-167.11975	1.107	31.6885	380.216				1.1771	87_3	0.94	0.78	0.643	4.2	0.4	0.02	0.51	0.42		170620 DBO3.2 S mid	3	87_3	2	87.5762	87_3							
BOX_10_38		BOX_10_38	8-30-17 DBO3.2 B6 30M	DBONCIS2017	DBO3.2	S	Aug 30 2017 06:29	7	0.2	30	mid	31.513	43.2	68.24683333	-167.1216667	5.16815	32.2547	289.1755089				0.2591	7_5	0.27	0.344	1.411	20.6	2.8	0.18	5.5	2.98		8_30_17_DBO3_2_30m_B6_0.2	6	31.513_43.2	5		7_5							RNALater no
BOX_10_39		BOX_10_39	8-30-17 DBO3.2 B4 40M	DBONCIS2017	DBO3.2	S	Aug 30 2017 06:29	7	0.2	40	bottom	39.495	43.2	68.24683333	-167.1216667	5.16525	32.256	288.286755				0.2512	7_3	0.279	0.361	1.394	20.4	2.8	0.18	5.4	2.98		8_30_17_DBO3_2_40m_B4_0.2	4	39.495_43.2	5		7_3							RNALater no
BOX_9_55	163	BOX_9_55	6-20-17 163 DBO3.2 S DEEP	ASGARD2017	DBO3.2	S	Jun 21 2017 00:58	87	0.2	deep	bottom	39.95	43	68.24228	-167.11974	1.2625	31.743	379.719	151.6	23.36	16020	1.3075	87_1	0.86	1	0.613	3.6	0.3	0.02	0.57	0.32		170620 DBO3.2 S deep	1	87_1	2	87.2696	87_1	6.48972602739726	0.979581287154304					
BOX_9_51	158	BOX_9_51	6-20-17 158 DBO3.3 S SURFACE	ASGARD2017	DBO3.3	S	Jun 20 2017 23:36	86	0.2	surf	surf	2.59	48	68.18544	-167.31098	3.096	32.1815	359.641	148.08	25.74	2000	0.5013	86_5	0.37	0.39	0.539	1.8	0	0.01	0.2	0.01		170620 DBO3.3 S surf	5	86_5	2	87.7517	86_5	5.75291375291375	0.868364340062453					
BOX_10_55		BOX_10_55	8-29-17 DBO3.3 B12 5M	DBONCIS2017	DBO3.3	S	Aug 30 2017 04:43	6	0.2	5	surf	3.895	47.9	68.18666667	-167.295	7.4497	31.07815	318.5088537				1.2699	6_11	3.21	1.141	0.748	8.6	0.3	0.05	0.2	0.35		8_29_17_DBO3_3_5m_B12_0.2	12	3.895_47.9	2.5		6_11							RNALater no
AMBON_2_23		AMBON_2_23	8-7-17 DBO3.3 CHL MAX 15M	AMBON2017	DBO3.3	S	Aug 07 2017 10:48	6	0.2	chl max	mid	14.719	48	68.18614	-167.30731	7.7362	31.8137	284.5905				1.1760	6_9											9	6_9	1	85.6411	6_9			6_14.719		10.58		15
BOX_10_56		BOX_10_56	8-29-17 DBO3.3 B8 20M	DBONCIS2017	DBO3.3	S	Aug 30 2017 04:43	6	0.2	20	mid	20.485	47.9	68.18666667	-167.295	6.6967	31.46275	322.2693099				1.2427	6_7	2.85	0.947	0.847	10.4	0.9	0.08	0.62	0.98		8_29_17_DBO3_3_20m_B8_0.2	8	20.485_47.9	2.5		6_7							RNALater no
BOX_10_51		BOX_10_51	8-29-17 DBO3.3 B4 BOTTOM	DBONCIS2017	DBO3.3	S	Aug 30 2017 04:43	6	0.2	bottom	bottom	44.262	47.9	68.18666667	-167.295	4.9209	32.3109	275.8352682				0.2496	6_3	0.258	0.506	1.575	25.3	3.7	0.22	5.87	3.92		8_29_17_DBO3_3_Bottom_B4_0.2	4	44.262_47.9	2.5		6_3							RNALater no
BOX_9_53	160	BOX_9_53	6-20-17 160 DBO3.3 S DEEP	ASGARD2017	DBO3.3	S	Jun 20 2017 23:36	86	0.2	deep	bottom	44.88	48	68.18544	-167.31098	2.4265	32.2395	360.415	184.16	28.6	2360	1.3344	86_1	1.17	0.26	0.689	2.2	0.1	0.02	0.95	0.12		170620 DBO3.3 S deep	1	86_1	2	85.1988	86_1	6.43916083916084	0.97194880591107					
AMBON_2_37		AMBON_2_37	8-7-17 DBO3.3 BOTTOM 49.9M	AMBON2017	DBO3.3	S	Aug 07 2017 10:41	6	0.2	bottom	bottom	45.152	48	68.18608	-167.30599	7.6932	31.84635	280.639				0.5950	6_1	1.19		0.59	8.68			1.54	2.36			1	6_1	1	82.5768	6_1			6_45.152	-1.16	10.58		45
BOX_9_49	153	BOX_9_49	6-20-17 153 DBO3.4 S SURFACE	ASGARD2017	DBO3.4	S	Jun 20 2017 22:12	85	0.2	surf	surf	2.97	49	68.12816	-167.501	5.655	32.177	312.374	171.8	29.64	2360	0.1390	85_6	0.27	0.12	0.364	1	0.1	0	0.16	0.1		170620 DBO3.4 S surf	6	85_6	1.7	92.6869	85_6	5.79622132253711	0.874901331703715					
AMBON_2_24		AMBON_2_24	8-7-17 DBO3.4 4M SURFACE	AMBON2017	DBO3.4	S	Aug 07 2017 08:40	5	0.2	surf	surf	4.534	51	68.12448	-167.49804	9.62265	31.7184	289.471				0.7290	5_13	1.92		0.19	2.47			0.69	0.33			13	5_13	1.5	89.1466	5_13			5_4.534	-1.11	10.65		4
BOX_10_52		BOX_10_52	8-29-17 DBO3.4 B14 5M	DBONCIS2017	DBO3.4	S	Aug 30 2017 01:44	5	0.2	5	surf	5.675	49.4	68.13283333	-167.487	5.5425	31.982	319.0894467				0.7336	5_15	1.536	0.644	1.17	15.5	2.5	0.14	3.11	2.64		8_29_17_DBO3_4_5m_B14_0.2	14	5.675_49.4	2.5		5_15							RNALater no
BOX_9_64	154	BOX_9_64	6-20-17 154 DBO3.4 S ML	ASGARD2017	DBO3.4	S	Jun 20 2017 22:12	85	0.2	mixed layer	mid	10.22	49	68.12816	-167.501	5.6575	32.1785	310.806				0.2161	85_5	0.26	0.2	0.377	1	0.1	0	0.14	0.1		170620 DBO3.4 S ML	5	85_5	1.7	92.9583	85_5							
AMBON_2_25		AMBON_2_25	8-7-17 DBO3.4 10M	AMBON2017	DBO3.4	S	Aug 07 2017 08:38	5	0.2		mid	10.401	51	68.1244	-167.498	9.05195	31.71795	291.9545				1.2400	5_11	1.98		0.17	2.47			0.73	0.24			11	5_11	1.5	89.5567	5_11			5_10.401		10.65		10
BOX_10_57		BOX_10_57	8-29-17 DBO3.4 B12 10M	DBONCIS2017	DBO3.4	S	Aug 30 2017 01:44	5	0.2	10	mid	10.759	49.4	68.13283333	-167.487	5.5429	31.997	318.6383706				0.7479	5_11	1.6	0.707	1.168	15.5	2.5	0.14	3.06	2.64		8_29_17_DBO3_4_10m_B12_0.2	12	10.759_49.4	3.4		5_11							RNALater no
AMBON_2_26		AMBON_2_26	8-7-17 DBO3.4 16M CHLMAX	AMBON2017	DBO3.4	S	Aug 07 2017 08:37	5	0.2	chl max	mid	16.404	51	68.12446	-167.4979	7.8657	31.78185	284.7985				1.3250	5_9											9	5_9	1.5	90.0645	5_9			5_16.404		10.65		16
BOX_9_50	155	BOX_9_50	6-20-17 155 DBO3.4 S PYCNO	ASGARD2017	DBO3.4	S	Jun 20 2017 22:12	85	0.2	clines	mid	19.95	49	68.12816	-167.501	2.61	32.4405	347.68	159.12	28	2380.00000000001	0.2914	85_4	0.43	0.59	0.837	3.4	1.1	0.06	2.59	1.16		170620 DBO3.4 S clines	4	85_4	1.7	80.7451	85_4	5.68285714285714	0.857789757412399					
AMBON_2_27		AMBON_2_27	8-7-17 DBO3.4 20M	AMBON2017	DBO3.4	S	Aug 07 2017 08:34	5	0.2		mid	20.949	51	68.1244	-167.49808	4.84765	32.0425	284.8115				0.4290	5_7	0.97		0.97	14.43			1.79	0.72			7	5_7	2.5	79.7291	5_7			5_20.949		10.65		20
BOX_10_58		BOX_10_58	8-29-17 DBO3.4 B10 20M	DBONCIS2017	DBO3.4	S	Aug 30 2017 01:44	5	0.2	20	mid	21.619	49.4	68.13283333	-167.487	5.52065	32.0076	318.120303				0.8038	5_9	1.535	0.579	1.161	15.7	2.5	0.13	3.15	2.63		8_29_17_DBO3_4_20m_B10_0.2	10	21.619_49.4	3.3		5_9							RNALater no
AMBON_2_28		AMBON_2_28	8-7-17 DBO3.4 30M	AMBON2017	DBO3.4	S	Aug 07 2017 08:33	5	0.2		mid	29.686	51	68.12432	-167.49814	4.8384	32.04385	285.396				0.4110	5_5	0.91		0.99	14.85			1.82	0.78			5	5_5	2.5	76.1258	5_5			5_29.686		10.65		30
BOX_9_20	156	BOX_9_20	6-20-17 156 DBO3.4 S MID	ASGARD2017	DBO3.4	S	Jun 20 2017 22:12	85	0.2	mid	mid	30.39	49	68.12816	-167.501	2.232	32.459	349.799				0.3058	85_3	0.26	1.08	0.933	3.7	1.5	0.07	3.05	1.57		170620 DBO3.4 S mid	3	85_3	1.7	77.7064	85_3							
AMBON_2_29		AMBON_2_29	8-7-17 DBO3.4 40M	AMBON2017	DBO3.4	S	Aug 07 2017 08:31	5	0.2		mid	39.703	51	68.1243	-167.49788	4.8241	32.04785	284.7065				0.4200	5_3	1.03		0.94	15.27			1.75	2.35			3	5_3	2.5	77.0849	5_3			5_39.703		10.65		40
BOX_10_53		BOX_10_53	8-29-17 DBO3.4 B6 40M	DBONCIS2017	DBO3.4	S	Aug 30 2017 01:44	5	0.2	40	mid	40.211	49.4	68.13283333	-167.487	4.55735	32.4123	275.1385566				0.2525	5_5	0.336	0.511	1.672	29	5.4	0.22	6.23	5.62		8_29_17_DBO3_4_40m_B6_0.2	6	40.211_49.4	3		5_5							RNALater no
BOX_9_52	157	BOX_9_52	6-20-17 157 DBO3.4 S DEEP	ASGARD2017	DBO3.4	S	Jun 20 2017 22:12	85	0.2	deep	bottom	45.88	49	68.12816	-167.50102	2.402	32.511	347.098	207.82	33.48	3480	0.3070	85_1	0.56	0.72	0.901	3.1	1.8	0.08	3.03	1.88		170620 DBO3.4 S deep	1	85_1	1.7	73.4751	85_1	6.20728793309439	0.936949121976511					
BOX_10_54		BOX_10_54	8-29-17 DBO3.4 B2 BOTTOM	DBONCIS2017	DBO3.4	S	Aug 30 2017 01:44	5	0.2	47	bottom	46.692	49.4	68.13283333	-167.487	4.38795	32.4369	271.0565412				0.2613	5_1	0.337	0.617	1.775	33.2	6.5	0.23	6.58	6.73		8_29_17_DBO3_4_Bottom_B2_0.2	2	46.692_49.4	3.2		5_1							RNALater no
AMBON_2_22		AMBON_2_22	8-7-17 DBO3.4 48M BOTTOM	AMBON2017	DBO3.4	S	Aug 07 2017 08:30	5	0.2	bottom	bottom	48.143	51	68.12426	-167.49794	4.81565	32.0529	284.9265				0.4220	5_1	1.19		1.01	16.02			1.81	3.34			1	5_1	2.5	73.8214	5_1			5_48.143	-1.17	10.65		48
BOX_9_2	149	BOX_9_2	6-20-17 149 DBO3.5 S SURFACE	ASGARD2017	DBO3.5	S	Jun 20 2017 20:22	84	0.2	surf	surf	3.35	53	68.01322	-167.87114	3.81	32.7815	310.115	227.58	40.54	18220	0.5157	84_6	0.51	0.05	1.247	5.1	7.3	0.16	3.71	7.46		170620 DBO3.5 S surf	6	84_6	2	83.713	84_6	5.61371484953133	0.847353184834918					
AMBON_2_30		AMBON_2_30	8-7-17 DBO3.5 5M	AMBON2017	DBO3.5	S	Aug 07 2017 04:49	4	0.2	surf	surf	5.104	54	68.01162	-167.86582	7.5598	32.01625	336.637				2.3640	4_11	3.99		0.3	6.16			0.14	0.12			11	4_11		82.1086	4_11			4_5.104	-1.16	20.94	0 to 5 cm sediment taken at DBO3.5	5
BOX_10_59		BOX_10_59	8-29-17 DBO3.5 B14 SURFACE	DBONCIS2017	DBO3.5	S	Aug 29 2017 22:35	4	0.2	surface	mid	10.582	53.2	68.013	-167.8751667	5.48685	32.2076	330.6075186				1.2674	4_13	3.454	1.275	1.153	17.4	4.8	0.17	1.8	4.97		8_29_17_DBO3_5_Surface_B14_0.2	14	10.582_53.2	2.4		4_13							RNALater no
BOX_9_63	150	BOX_9_63	6-20-17 150 DBO3.5 S PYCNO	ASGARD2017	DBO3.5	S	Jun 20 2017 20:22	84	0.2	clines	mid	20.4	53	68.01322	-167.87114	3.512	32.7775	305.535	601.78	79.48	11470	0.6544	84_4	1.11	0.7	1.311	6.6	7	0.15	3.78	7.15		170620 DBO3.5 S clines	4	84_4	2	82.9183	84_4	7.57146451937594	1.14286256896241				**duplicate particle filters, same genetic sample	
BOX_9_1	151	BOX_9_1	6-20-17 151 DBO3.5 S MID	ASGARD2017	DBO3.5	S	Jun 20 2017 20:22	84	0.2	mid	mid	29.99	53	68.01322	-167.87114	2.8555	32.766	296.083				0.3572	84_3	0.7	1.69	1.269	8	6.5	0.14	3.75	6.64		170620 DBO3.5 S mid	3	84_3	2	74.4948	84_3							
AMBON_2_32		AMBON_2_32	8-7-17 DBO3.5 40M	AMBON2017	DBO3.5	S	Aug 07 2017 04:42	4	0.2		mid	40.362	54	68.01174	-167.86646	3.89855	32.23575	281.831				0.3350	4_3	0.54		1.19	16.64			1.89	5.21			3	4_3		74.018	4_3			4_40.362		20.94	no volume in notebook	40
BOX_10_60		BOX_10_60	8-29-17 DBO3.5 B6 40M	DBONCIS2017	DBO3.5	S	Aug 29 2017 22:35	4	0.2	40	mid	40.926	53.2	68.013	-167.8751667	4.0694	32.745	254.6793525				0.2417	4_5	2.485	1.018	1.518	27	7.4	0.19	3.57	7.59		8_29_17_DBO3_5_40m_B6_0.2	6	40.926_53.2	2.5		4_5							RNALater no
AMBON_1_5		AMBON_1_5	8-7-2017 DBO3.5 49M	AMBON2017	DBO3.5	S	Aug 07 2017 04:40	4	0.2	bottom	bottom	48.571	54	68.01186	-167.86674	3.9078	32.2424	280.7285				0.4030	4_1	0.64		1.14	17.79			1.88	1.26			1	4_1		71.1471	4_1			4_48.571	-1.05	20.94		49
BOX_10_61		BOX_10_61	8-29-17 DBO3.5 B4 BOTTOM	DBONCIS2017	DBO3.5	S	Aug 29 2017 22:35	4	0.2	bottom	bottom	49.592	53.2	68.013	-167.8751667	4.28995	32.85765	246.5465844				0.2798	4_3			2.665	55.2	16.1	0.36	7.74	16.46		8_29_17_DBO3_5_Bottom_B4_0.2	4	49.592_53.2	2.5		4_3							RNALater no
BOX_9_48	152	BOX_9_48	6-20-17 152 DBO3.5 S DEEP	ASGARD2017	DBO3.5	S	Jun 20 2017 20:22	84	0.2	deep	bottom	49.79	53	68.01324	-167.87114	2.8545	32.7655	296.083	159.13	24.16	5380	0.3471	84_1	0.94	1.69	1.412	8.3	8.7	0.19	4.49	8.89		170620 DBO3.5 S deep	1	84_1	2	72.9872	84_1	6.58650662251656	0.994189678870424				**duplicate particle filters, same genetic sample	
AMBON_1_4		AMBON_1_4	8-7-2017 DBO3.6 2M	AMBON2017	DBO3.6	S	Aug 07 2017 01:30	3	0.2	surf	surf	2.13	59	67.89708	-168.2369	8.3383	31.35925	367.497				3.2420	3_13											13	3_13	1.4	80.9344	3_13			3_2.13		26.1	viral samples taken	2
BOX_8_90	142	BOX_8_90	6-20-17 142 DBO3.6 S SURF	ASGARD2017	DBO3.6	S	Jun 20 2017 11:13	82	0.2	surf	surf	2.77	58	67.89808	-168.2404	3.605	32.845	313.544				1.3571	82_6	2.08	0.14	1.457	17.7	12.7	0.17	3.1	12.87		170620 DBO3.6 S surf	6	82_6	2	75.8723	82_6						DBO3.6 - no particle filters	
BOX_8_96	145	BOX_8_96	6-20-17 145 DBO3.6 S SURF 2	ASGARD2017	DBO3.6	S	Jun 20 2017 14:22	83	0.2	surf	surf	2.88	51	67.67158	-168.96288	3.867	32.8845	391.783	1292.24	217.94	4139.99999999999	12.9137	83_22	26.18	1.25	0.434	3.8	0.4	0.01	0.09	0.41		170620 DBO3.6 S surf2	22	83_22	1	69.5404	83_22	5.92933835000459	0.894994467925221					
BOX_10_62		BOX_10_62	8-29-17 DBO3.6 B13 3.5M	DBONCIS2017	DBO3.6	S	Aug 29 2017 19:52	3	0.2	3.5	surf	3.546	58.3	67.8975	-168.2345	4.473	32.7399	319.0447857				0.6379		2.242	0.816	2.091	38.5	14.6	0.31	5.11	14.91		8_29_17_DBO3_6_3.5m_B13_0.2	13	3.546_58.3	2.5		3_13							RNALater no
BOX_8_97	146	BOX_8_97	6-20-17 146 DBO3.6 S A CHLMAX	ASGARD2017	DBO3.6	S	Jun 20 2017 14:22	83	0.2	chlmax	mid	7.06	51	67.67158	-168.96288	3.8665	32.884	390.678				14.3538	83_13	24.6	0.89	0.461	4.1	0.6	0.02	0.17	0.62		170620 DBO3.6 S A	13	83_13	1	69.5431	83_13						revisited DBO3.8 later in the morning after finding a strong chl max earlier.	
